BOS,2
EOS,3
the,4
of,5
in,6
to,7
and,8
is,9
a,10
it,11
are,12
was,13
for,14
he,15
on,16
has,17
not,18
at,19
rs,20
by,21
i,22
but,23
you,24
as,25
be,26
his,27
its,28
all,29
an,30
one,31
we,32
no,33
people,34
she,35
crore,36
bjp,37
can,38
had,39
new,40
two,41
how,42
government,43
so,44
movie,45
do,46
out,47
their,48
these,49
being,50
about,51
very,52
lakh,53
state,54
up,55
or,56
her,57
first,58
court,59
however,60
why,61
them,62
congress,63
after,64
dont,65
incident,66
indian,67
more,68
who,69
then,70
over,71
many,72
thats,73
should,74
did,75
him,76
hospital,77
other,78
take,79
per,80
into,81
which,82
some,83
against,84
me,85
here,86
high,87
good,88
us,89
time,90
well,91
took,92
your,93
crores,94
day,95
district,96
case,97
water,98
too,99
such,100
media,101
when,102
our,103
place,104
under,105
delhi,106
died,107
my,108
only,109
same,110
social,111
modi,112
three,113
made,114
world,115
party,116
later,117
love,118
just,119
reddy,120
both,121
during,122
am,123
telangana,124
life,125
hyderabad,126
like,127
going,128
work,129
get,130
number,131
pradesh,132
country,133
children,134
chief,135
president,136
death,137
taken,138
most,139
cent,140
cases,141
yet,142
singh,143
another,144
than,145
much,146
whats,147
each,148
while,149
elections,150
directed,151
won,152
know,153
come,154
video,155
any,156
between,157
make,158
total,159
films,160
would,161
director,162
every,163
need,164
got,165
best,166
health,167
family,168
if,169
second,170
wife,171
last,172
power,173
music,174
go,175
asked,176
back,177
farmers,178
god,179
man,180
still,181
does,182
home,183
rahul,184
even,185
kumar,186
important,187
available,188
leaders,189
role,190
s,191
killed,192
four,193
everyone,194
former,195
gandhi,196
didnt,197
assembly,198
bollywood,199
ram,200
treatment,201
seats,202
add,203
actor,204
national,205
bank,206
went,207
leader,208
injured,209
school,210
different,211
down,212
those,213
around,214
andhra,215
married,216
use,217
lead,218
where,219
meeting,220
always,221
house,222
election,223
story,224
decision,225
body,226
central,227
came,228
son,229
pm,230
fire,231
due,232
others,233
name,234
want,235
look,236
team,237
following,238
says,239
mumbai,240
set,241
centre,242
accident,243
theres,244
way,245
girl,246
among,247
child,248
think,249
big,250
nothing,251
true,252
pakistan,253
part,254
news,255
recently,256
woman,257
see,258
telugu,259
already,260
women,261
students,262
through,263
sharma,264
long,265
several,266
features,267
details,268
right,269
temple,270
viral,271
including,272
prices,273
special,274
currently,275
city,276
spot,277
years,278
process,279
off,280
could,281
tdp,282
oil,283
father,284
khan,285
officials,286
top,287
help,288
karnataka,289
produced,290
something,291
tamil,292
must,293
indias,294
never,295
pawan,296
started,297
food,298
happy,299
really,300
kohli,301
cricket,302
area,303
done,304
own,305
real,306
since,307
thousand,308
released,309
again,310
gb,311
list,312
few,313
car,314
great,315
daughter,316
next,317
investigation,318
before,319
known,320
states,321
days,322
sri,323
test,324
situation,325
five,326
jehovah,327
chandrababu,328
expected,329
cbi,330
further,331
captain,332
answer,333
runs,334
politics,335
soon,336
amount,337
supreme,338
according,339
together,340
im,341
across,342
lost,343
kalyan,344
left,345
road,346
today,347
used,348
lot,349
easy,350
doesnt,351
reason,352
working,353
matter,354
mother,355
example,356
sabha,357
things,358
found,359
immediately,360
shall,361
job,362
year,363
let,364
coronavirus,365
gone,366
business,367
seen,368
suicide,369
office,370
getting,371
age,372
better,373
money,374
gold,375
problem,376
land,377
petrol,378
become,379
give,380
price,381
medical,382
put,383
thing,384
history,385
punjab,386
small,387
questions,388
dead,389
political,390
change,391
c,392
project,393
action,394
held,395
tell,396
private,397
various,398
happened,399
word,400
plan,401
war,402
problems,403
development,404
eat,405
maharashtra,406
members,407
million,408
given,409
fans,410
education,411
win,412
doctors,413
movies,414
k,415
once,416
men,417
person,418
free,419
show,420
opposition,421
main,422
full,423
justice,424
major,425
played,426
match,427
financial,428
cant,429
front,430
parents,431
shared,432
twitter,433
now,434
hard,435
trump,436
public,437
question,438
release,439
rate,440
possible,441
control,442
research,443
because,444
care,445
open,446
th,447
needs,448
everything,449
company,450
cost,451
face,452
narendra,453
general,454
entire,455
system,456
kapoor,457
large,458
yes,459
market,460
governor,461
needed,462
m,463
parties,464
phone,465
young,466
gets,467
making,468
west,469
village,470
star,471
human,472
having,473
called,474
hes,475
include,476
production,477
actress,478
information,479
krishna,480
present,481
issue,482
results,483
mla,484
sena,485
gods,486
vijay,487
south,488
joined,489
mp,490
camera,491
account,492
east,493
earlier,494
event,495
away,496
little,497
act,498
became,499
trs,500
popular,501
parliament,502
hit,503
simple,504
reasons,505
changes,506
law,507
cm,508
countries,509
higher,510
red,511
anything,512
rain,513
times,514
arrested,515
month,516
plays,517
ready,518
covid,519
services,520
play,521
roles,522
chennai,523
china,524
side,525
support,526
prasad,527
comes,528
gujarat,529
husband,530
actors,531
works,532
powder,533
salt,534
game,535
participated,536
marriage,537
heavy,538
couple,539
railway,540
capital,541
coming,542
vitamin,543
quite,544
success,545
virat,546
similar,547
playing,548
may,549
result,550
budget,551
nobody,552
believe,553
leading,554
bill,555
say,556
worth,557
happen,558
leave,559
truth,560
fast,561
likely,562
points,563
candidates,564
rao,565
board,566
university,567
difficult,568
north,569
songs,570
accused,571
stars,572
created,573
night,574
far,575
stop,576
old,577
failed,578
rushed,579
group,580
record,581
local,582
authorities,583
australia,584
keep,585
sons,586
mind,587
facebook,588
rohit,589
shooting,590
increasing,591
bible,592
clean,593
heres,594
department,595
king,596
nadu,597
heart,598
though,599
skin,600
technology,601
order,602
areas,603
takes,604
sent,605
launched,606
ipl,607
income,608
green,609
upon,610
value,611
arjun,612
sleep,613
step,614
naidu,615
application,616
nearly,617
please,618
schools,619
series,620
security,621
kings,622
response,623
raj,624
protest,625
required,626
attack,627
kcr,628
products,629
hand,630
black,631
secretary,632
huge,633
benefits,634
without,635
reported,636
photo,637
start,638
loss,639
run,640
trying,641
brother,642
provided,643
super,644
added,645
taking,646
spread,647
limited,648
below,649
friends,650
months,651
workers,652
speed,653
led,654
words,655
post,656
registered,657
decided,658
rajya,659
uttar,660
thus,661
least,662
saying,663
third,664
expressed,665
respectively,666
issues,667
date,668
ministry,669
building,670
find,671
youth,672
course,673
mlas,674
article,675
end,676
remain,677
anyone,678
disease,679
low,680
economy,681
population,682
increase,683
army,684
fight,685
level,686
shiv,687
gave,688
wickets,689
doing,690
poor,691
visit,692
officer,693
form,694
jehovahs,695
apply,696
period,697
bihar,698
governments,699
deaths,700
final,701
live,702
districts,703
kashmir,704
loan,705
white,706
thought,707
written,708
names,709
common,710
sea,711
isnt,712
rejected,713
plea,714
science,715
videos,716
sold,717
patients,718
offers,719
committee,720
book,721
victory,722
move,723
yadav,724
bengal,725
ali,726
whether,727
key,728
seat,729
families,730
announced,731
employees,732
mm,733
society,734
producer,735
international,736
often,737
colour,738
tweeted,739
petition,740
km,741
eyes,742
diesel,743
whole,744
award,745
priyanka,746
largest,747
highest,748
past,749
active,750
included,751
bail,752
toll,753
service,754
dhoni,755
season,756
responded,757
companies,758
shah,759
lower,760
engine,761
tv,762
mark,763
acting,764
smartphone,765
based,766
babu,767
fact,768
changed,769
traffic,770
kerala,771
launch,772
victim,773
condition,774
save,775
official,776
lives,777
electric,778
plant,779
file,780
college,781
charge,782
page,783
policy,784
theyre,785
share,786
ministers,787
r,788
seven,789
priced,790
read,791
scored,792
economic,793
phase,794
