BOS,2
EOS,3
ఈ,4
రూ,5
మరియు,6
ఆ,7
ఒక,8
ఉంది,9
ఇది,10
కూడా,11
కానీ,12
చాలా,13
ఆయన,14
లో,15
అని,16
అయితే,17
లేదు,18
నేను,19
కాదు,20
తన,21
ఉన్నాయి,22
అది,23
ఉంటుంది,24
ఆమె,25
చేశారు,26
మీరు,27
మంది,28
కోసం,29
కోట్లు,30
దీంతో,31
ప్రభుత్వం,32
ఎలా,33
కాంగ్రెస్,34
రెండు,35
ఉన్న,36
బీజేపీ,37
యొక్క,38
ఓ,39
తర్వాత,40
నుంచి,41
కోట్ల,42
ఉన్నారు,43
ద్వారా,44
మొత్తం,45
కొత్త,46
చేసింది,47
శాతం,48
అతను,49
ఎందుకు,50
నాకు,51
సినిమా,52
చేసిన,53
తరువాత,54
మరో,55
ఇక,56
ను,57
మాత్రం,58
గురించి,59
అన్ని,60
పార్టీ,61
లేదా,62
కు,63
మృతి,64
ప్రతి,65
గా,66
ఇంకా,67
లక్షల,68
అవసరం,69
వరకు,70
జరిగింది,71
చికిత్స,72
అనేక,73
ప్రధాన,74
ఇక్కడ,75
మాత్రమే,76
విషయం,77
మంచి,78
మధ్య,79
పెద్ద,80
వారి,81
ఇద్దరు,82
అంటే,83
కొన్ని,84
ప్రజలు,85
విడుదల,86
లక్షలు,87
భారత,88
రాష్ట్ర,89
జరిగిన,90
సోషల్,91
తెలిపారు,92
పరిస్థితి,93
అనే,94
అన్నారు,95
కి,96
తమ,97
వచ్చింది,98
తొలి,99
ఉంటాయి,100
ఎక్కువ,101
ధర,102
మూడు,103
ఏ,104
చెందిన,105
సంఖ్య,106
మాజీ,107
కేవలం,108
చేయండి,109
వద్ద,110
దీనికి,111
మన,112
అయినా,113
అనంతరం,114
వ,115
దాని,116
రాహుల్,117
ప్రభుత్వ,118
ఇతర,119
హైదరాబాద్,120
అతని,121
భారీ,122
పూర్తి,123
ఎన్నికల్లో,124
దాదాపు,125
సింగ్,126
ఎంతో,127
మొదటి,128
ఘటన,129
బాలీవుడ్,130
రెడ్డి,131
బాగా,132
నుండి,133
తెలిసిందే,134
కాగా,135
మనం,136
తెలంగాణ,137
అమెరికా,138
మోడీ,139
చిత్రం,140
ఎవరు,141
జిల్లా,142
విజయం,143
నన్ను,144
కేసు,145
మీద,146
అదే,147
ఆఫ్,148
స్టార్,149
కలిసి,150
సంబంధించిన,151
నిర్ణయం,152
అంటూ,153
చేశాడు,154
ఆర్థిక,155
ఎన్నికల,156
భార్య,157
దీని,158
ఇందులో,159
వెంటనే,160
పలు,161
సమాచారం,162
ఏర్పాటు,163
రాష్ట్రంలో,164
ముందు,165
తరలించారు,166
నమోదు,167
వీడియో,168
మరింత,169
అత్యంత,170
కెప్టెన్,171
కలిగి,172
సమయంలో,173
కరోనా,174
ఇప్పటికే,175
పవన్,176
మీడియాలో,177
పాటు,178
వాటిని,179
యెహోవా,180
వేల,181
వారు,182
ఒకటి,183
కాబట్టి,184
రోజు,185
ఇష్టం,186
కోర్టు,187
ఫోన్,188
అలాగే,189
తో,190
అధికారులు,191
ఇప్పుడు,192
ఢిల్లీ,193
తీవ్ర,194
గాంధీ,195
సంస్థ,196
ప్రత్యేక,197
ఎక్కువగా,198
చెప్పారు,199
అలా,200
ప్రమాదం,201
మరి,202
అప్పుడు,203
సమాధానం,204
ఆస్పత్రికి,205
సంగీతం,206
చిన్న,207
హైకోర్టు,208
కేసులు,209
పని,210
కీలక,211
చేసి,212
చేసుకుంది,213
ఇలా,214
వ్యక్తం,215
చేస్తున్నారు,216
మోదీ,217
కుమార్,218
ఇలాంటి,219
కింద,220
అనేది,221
ప్రధాని,222
మీకు,223
తాజాగా,224
సంఘటన,225
దర్శకుడు,226
విచారణ,227
తెలుగు,228
అంత,229
మేము,230
అవకాశం,231
వివిధ,232
అసెంబ్లీ,233
దేశ,234
ఉండాలి,235
నేత,236
అండ్,237
దీనిపై,238
నాలుగు,239
అందుకే,240
అధ్యక్షుడు,241
నీరు,242
అందరూ,243
శర్మ,244
గత,245
చోటు,246
కోట్లకు,247
జాతీయ,248
వివరాలు,249
వ్యక్తి,250
జిల్లాలో,251
చేయడం,252
ఎలాంటి,253
భారత్,254
పేరు,255
తాను,256
ప్రేమ,257
చంద్రబాబు,258
చొప్పున,259
దేశంలో,260
చర్యలు,261
చేయాలి,262
కేంద్ర,263
రెండో,264
ఎంపిక,265
ఇండియన్,266
సమయం,267
వంటి,268
వేలు,269
తిరిగి,270
కారణం,271
దీన్ని,272
సినిమాలో,273
కథ,274
సందర్భంగా,275
ఆమెను,276
నేతలు,277
ఉత్పత్తి,278
ఎస్,279
రామ్,280
సిబ్బంది,281
కేంద్రం,282
లక్షణాలు,283
వైరస్,284
అయింది,285
దర్శకత్వంలో,286
పూర్తిగా,287
అందులో,288
మళ్లీ,289
పాల్గొన్నారు,290
పైగా,291
జట్టు,292
కారణాలు,293
బయటకు,294
సంగతి,295
బిజెపి,296
ప్రకటించింది,297
రద్దు,298
దానికి,299
టీడీపీ,300
ప్రకారం,301
సహాయం,302
మీ,303
సాధారణ,304
ప్రముఖ,305
ధరలు,306
మారింది,307
పెళ్లి,308
వారికి,309
విధంగా,310
అసలు,311
పోటీ,312
తప్పు,313
ఆయనకు,314
విషయంలో,315
వల్ల,316
చిత్రాన్ని,317
తక్కువ,318
లోని,319
నూనె,320
లేకుండా,321
చేస్తుంది,322
కేసులో,323
పవర్,324
కారు,325
జీవితం,326
ఐదు,327
పై,328
పిల్లలు,329
ఎన్నికలు,330
చేయాలని,331
పెట్రోల్,332
దర్శకత్వం,333
దాంతో,334
అభివృద్ధి,335
ఆందోళన,336
ప్రపంచ,337
సీఎం,338
బ్యాంక్,339
సూపర్,340
కారణంగా,341
తీర్పు,342
కళ్యాణ్,343
శాఖ,344
సాధించింది,345
ఖర్చు,346
క్రికెట్,347
సాధారణంగా,348
ముంబై,349
అక్కడ,350
అలాంటి,351
ఉత్తమ,352
కాని,353
లు,354
కంటే,355
ట్రంప్,356
నేపథ్యంలో,357
సుమారు,358
సంబంధించి,359
ఎప్పుడూ,360
రెండవ,361
కుమారుడు,362
ట్వీట్,363
నటుడు,364
భాగంగా,365
దీనిని,366
అతనికి,367
విలువ,368
రాజకీయ,369
మరోసారి,370
నటి,371
ఆంధ్రప్రదేశ్,372
కాలం,373
పాత్రలో,374
నా,375
ముగ్గురు,376
వేసి,377
ది,378
నిజం,379
ఉండదు,380
చేస్తారు,381
ఎంపీ,382
వివాహం,383
అందించారు,384
రాష్ట్రం,385
కోవిడ్,386
ఎక్కడ,387
ప్రశ్నించారు,388
హీరో,389
ఆస్ట్రేలియా,390
తనకు,391
ఖాన్,392
అర్థం,393
రోడ్డు,394
లేక,395
కలిపి,396
ఆరోగ్యం,397
ఒక్క,398
కోహ్లీ,399
స్థానిక,400
కొందరు,401
వచ్చాయి,402
వర్మ,403
వారిని,404
చిత్రంలో,405
మీడియా,406
ఇవి,407
ఆరోగ్య,408
పాక్,409
వ్యవస్థ,410
మేరకు,411
విధానం,412
హీరోయిన్,413
రైల్వే,414
ల,415
విజయ్,416
ఎవరూ,417
స్థానంలో,418
అందుకు,419
ఎన్నో,420
ప్రమాదంలో,421
అతి,422
మహిళ,423
గుజరాత్,424
షూటింగ్,425
