2,BOS
3,EOS
4,ఈ
5,రూ
6,మరియు
7,ఆ
8,ఒక
9,ఉంది
10,ఇది
11,కూడా
12,కానీ
13,చాలా
14,ఆయన
15,లో
16,అని
17,అయితే
18,లేదు
19,నేను
20,కాదు
21,తన
22,ఉన్నాయి
23,అది
24,ఉంటుంది
25,ఆమె
26,చేశారు
27,మీరు
28,మంది
29,కోసం
30,కోట్లు
31,దీంతో
32,ప్రభుత్వం
33,ఎలా
34,కాంగ్రెస్
35,రెండు
36,ఉన్న
37,బీజేపీ
38,యొక్క
39,ఓ
40,తర్వాత
41,నుంచి
42,కోట్ల
43,ఉన్నారు
44,ద్వారా
45,మొత్తం
46,కొత్త
47,చేసింది
48,శాతం
49,అతను
50,ఎందుకు
51,నాకు
52,సినిమా
53,చేసిన
54,తరువాత
55,మరో
56,ఇక
57,ను
58,మాత్రం
59,గురించి
60,అన్ని
61,పార్టీ
62,లేదా
63,కు
64,మృతి
65,ప్రతి
66,గా
67,ఇంకా
68,లక్షల
69,అవసరం
70,వరకు
71,జరిగింది
72,చికిత్స
73,అనేక
74,ప్రధాన
75,ఇక్కడ
76,మాత్రమే
77,విషయం
78,మంచి
79,మధ్య
80,పెద్ద
81,వారి
82,ఇద్దరు
83,అంటే
84,కొన్ని
85,ప్రజలు
86,విడుదల
87,లక్షలు
88,భారత
89,రాష్ట్ర
90,జరిగిన
91,సోషల్
92,తెలిపారు
93,పరిస్థితి
94,అనే
95,అన్నారు
96,కి
97,తమ
98,వచ్చింది
99,తొలి
100,ఉంటాయి
101,ఎక్కువ
102,ధర
103,మూడు
104,ఏ
105,చెందిన
106,సంఖ్య
107,మాజీ
108,కేవలం
109,చేయండి
110,వద్ద
111,దీనికి
112,మన
113,అయినా
114,అనంతరం
115,వ
116,దాని
117,రాహుల్
118,ప్రభుత్వ
119,ఇతర
120,హైదరాబాద్
121,అతని
122,భారీ
123,పూర్తి
124,ఎన్నికల్లో
125,దాదాపు
126,సింగ్
127,ఎంతో
128,మొదటి
129,ఘటన
130,బాలీవుడ్
131,రెడ్డి
132,బాగా
133,నుండి
134,తెలిసిందే
135,కాగా
136,మనం
137,తెలంగాణ
138,అమెరికా
139,మోడీ
140,చిత్రం
141,ఎవరు
142,జిల్లా
143,విజయం
144,నన్ను
145,కేసు
146,మీద
147,అదే
148,ఆఫ్
149,స్టార్
150,కలిసి
151,సంబంధించిన
152,నిర్ణయం
153,అంటూ
154,చేశాడు
155,ఆర్థిక
156,ఎన్నికల
157,భార్య
158,దీని
159,ఇందులో
160,వెంటనే
161,పలు
162,సమాచారం
163,ఏర్పాటు
164,రాష్ట్రంలో
165,ముందు
166,తరలించారు
167,నమోదు
168,వీడియో
169,మరింత
170,అత్యంత
171,కెప్టెన్
172,కలిగి
173,సమయంలో
174,కరోనా
175,ఇప్పటికే
176,పవన్
177,మీడియాలో
178,పాటు
179,వాటిని
