2,BOS
3,EOS
4,ఈ
5,రూ
6,మరియు
7,ఆ
8,ఒక
9,ఉంది
10,ఇది
11,కానీ
12,కూడా
13,చాలా
14,ఆయన
15,లో
16,అని
17,అయితే
18,లేదు
19,నేను
20,కాదు
21,అది
22,తన
23,ఉంటుంది
24,ఉన్నాయి
25,ఆమె
26,మంది
27,చేశారు
28,మీరు
29,కోసం
30,కోట్లు
31,దీంతో
32,ప్రభుత్వం
33,కాంగ్రెస్
34,ఉన్న
35,ఎలా
36,రెండు
37,యొక్క
38,నుంచి
39,బీజేపీ
40,తర్వాత
41,ఓ
42,మొత్తం
43,ఉన్నారు
44,చేసింది
45,కోట్ల
46,శాతం
47,అతను
48,ద్వారా
49,నాకు
50,ఎందుకు
51,కొత్త
52,ను
53,ఇక
54,చేసిన
55,గురించి
56,పార్టీ
57,తరువాత
58,మాత్రం
59,మరో
60,సినిమా
61,అన్ని
62,లేదా
63,అవసరం
64,కు
65,ప్రతి
66,లక్షల
67,ప్రధాన
68,మాత్రమే
69,విషయం
70,ఇంకా
71,మృతి
72,అనేక
73,చికిత్స
74,జరిగింది
75,ప్రజలు
76,వరకు
77,గా
78,వారి
79,సోషల్
80,మధ్య
81,ఇద్దరు
82,పెద్ద
83,అంటే
84,కొన్ని
85,ఇక్కడ
86,లక్షలు
87,విడుదల
88,తమ
89,తెలిపారు
90,మంచి
91,భారత
92,రాష్ట్ర
93,తొలి
94,జరిగిన
95,ఏ
96,వద్ద
97,ఉంటాయి
98,వ
99,అనే
100,వచ్చింది
101,ఎక్కువ
102,దాని
103,రాహుల్
104,అన్నారు
105,ఇతర
106,మన
107,సంఖ్య
108,ధర
109,కి
110,భారీ
111,మాజీ
112,పూర్తి
113,చెందిన
114,దాదాపు
115,సింగ్
116,దీనికి
117,పరిస్థితి
118,అనంతరం
119,హైదరాబాద్
120,బాలీవుడ్
121,మనం
122,ప్రభుత్వ
123,మొదటి
124,అయినా
125,చేయండి
126,తెలిసిందే
127,అమెరికా
128,అతని
129,ఎన్నికల్లో
130,సంబంధించిన
131,ఎంతో
132,తెలంగాణ
133,నన్ను
134,కేవలం
135,కేసు
136,ఆర్థిక
137,మూడు
138,చేశాడు
139,ఎన్నికల
140,రెడ్డి
141,దీని
142,పాటు
143,బాగా
144,వేల
145,నుండి
146,వెంటనే
147,మోడీ
148,ఆఫ్
149,ఘటన
150,జిల్లా
151,మీడియాలో
152,కలిసి
153,విజయం
154,అధికారులు
155,వీడియో
156,ఇందులో
157,ఒకటి
158,సమయంలో
159,అదే
160,ఏర్పాటు
161,కాగా
162,స్టార్
163,ముందు
164,తరలించారు
165,నమోదు
166,గాంధీ
167,చిత్రం
168,మీద
169,పలు
170,భార్య
171,యెహోవా
172,అంటూ
173,వారు
174,మరింత
175,కెప్టెన్
176,కలిగి
177,ఎవరు
178,రోజు
179,ఇష్టం
180,అలాగే
