2,BOS
3,EOS
4,ఈ
5,మరియు
6,రూ
7,ఒక
8,ఉంది
9,ఆ
10,చాలా
11,ఇది
12,కూడా
13,కానీ
14,ఆయన
15,లో
16,అయితే
17,అని
18,లేదు
19,నేను
20,కాదు
21,తన
22,ఉన్నాయి
23,ఉంటుంది
24,అది
25,మంది
26,ఆమె
27,మీరు
28,చేశారు
29,దీంతో
30,కోసం
31,ప్రభుత్వం
32,ఉన్న
33,కాంగ్రెస్
34,ఎలా
35,రెండు
36,యొక్క
37,తర్వాత
38,బీజేపీ
39,ఓ
40,ఉన్నారు
41,నుంచి
42,చేసిన
43,కోట్లు
44,మొత్తం
45,చేసింది
46,నాకు
47,ద్వారా
48,ను
49,శాతం
50,అతను
51,మాత్రం
52,అన్ని
53,గురించి
54,ప్రతి
55,సినిమా
56,పార్టీ
57,లేదా
58,కొత్త
59,అవసరం
60,ఎందుకు
61,కు
62,తరువాత
63,ఇక
64,ప్రధాన
65,కోట్ల
66,మరో
67,గా
68,జరిగింది
69,మాత్రమే
70,చికిత్స
71,వారి
72,ఇంకా
73,ప్రజలు
74,అంటే
75,విషయం
76,అనేక
77,మధ్య
78,ఇద్దరు
79,మృతి
80,సోషల్
81,ఉంటాయి
82,వరకు
83,ఇక్కడ
84,పెద్ద
85,లక్షల
86,భారత
87,రాహుల్
88,ఏ
89,తెలిపారు
90,తమ
91,పూర్తి
92,అన్నారు
93,మన
94,తొలి
95,కొన్ని
96,అనే
97,మాజీ
98,ఎక్కువ
99,వ
100,వద్ద
101,మంచి
102,దాని
103,విడుదల
104,జరిగిన
105,బాలీవుడ్
106,ప్రభుత్వ
107,రాష్ట్ర
108,భారీ
109,చేయండి
110,అనంతరం
111,దాదాపు
112,తెలిసిందే
113,హైదరాబాద్
114,కి
115,సింగ్
116,ఎంతో
117,నన్ను
118,ఘటన
119,చెందిన
120,అతని
121,సంబంధించిన
122,వచ్చింది
123,ఆఫ్
124,అమెరికా
125,మనం
126,మొదటి
127,ధర
128,మూడు
129,దీనికి
130,తెలంగాణ
131,గాంధీ
132,జిల్లా
133,ఇతర
134,పరిస్థితి
135,కేవలం
136,చేశాడు
137,సంఖ్య
138,మోడీ
139,ఆర్థిక
140,కలిసి
141,రెడ్డి
142,యెహోవా
143,స్టార్
144,నుండి
145,అయినా
146,దీని
147,విజయం
148,బాగా
149,వారు
150,ఏర్పాటు
151,ఎన్నికల
152,మీడియాలో
153,తరలించారు
154,ఇందులో
155,ఒకటి
156,సమయంలో
157,మీద
158,పలు
159,లక్షలు
160,ఎన్నికల్లో
161,పాటు
162,వీడియో
163,ఇప్పుడు
164,మరింత
165,చిత్రం
166,ఇష్టం
167,ఎక్కువగా
168,కేసు
169,కెప్టెన్
170,మీకు
171,చేసి
172,తో
173,కుమార్
174,నమోదు
175,ఢిల్లీ
176,కలిగి
177,ఆస్పత్రికి
178,సమాచారం
